evarname,pvarname,n,e_table_name,p_table_name
DR1TFOLA,RB_FaPhyloDivMean,4770,DR1TOT_F,ALPHADIVERSITY_F
DR1TFOLA,RB_FaPhyloDivSD,4770,DR1TOT_F,ALPHADIVERSITY_F
DR1TFOLA,RB_ShanWienDivMean,4770,DR1TOT_F,ALPHADIVERSITY_F
DR1TFOLA,RB_ShanWienDivSD,4770,DR1TOT_F,ALPHADIVERSITY_F
DR1TFOLA,RB_InverseSimpsonMean,4770,DR1TOT_F,ALPHADIVERSITY_F
DR1TFOLA,RB_InverseSimpsonSD,4770,DR1TOT_F,ALPHADIVERSITY_F
DR1TFOLA,RSV_ObservedOTUsMean,4770,DR1TOT_F,ALPHADIVERSITY_F
DR1TFOLA,RSV_ObservedOTUsSD,4770,DR1TOT_F,ALPHADIVERSITY_F
DR1TFOLA,RSV_FaPhyloDivMean,4770,DR1TOT_F,ALPHADIVERSITY_F
DR1TFOLA,RSV_FaPhyloDivSD,4770,DR1TOT_F,ALPHADIVERSITY_F
DR1TFOLA,RSV_ShanWienDivMean,4770,DR1TOT_F,ALPHADIVERSITY_F
DR1TFOLA,RSV_ShanWienDivSD,4770,DR1TOT_F,ALPHADIVERSITY_F
DR1TFOLA,RSV_InverseSimpsonMean,4770,DR1TOT_F,ALPHADIVERSITY_F
DR1TFOLA,RSV_InverseSimpsonSD,4770,DR1TOT_F,ALPHADIVERSITY_F
DR1TIRON,RB_ObservedOTUsMean,4770,DR1TOT_F,ALPHADIVERSITY_F
DR1TIRON,RB_ObservedOTUsSD,4770,DR1TOT_F,ALPHADIVERSITY_F
DR1TIRON,RB_FaPhyloDivMean,4770,DR1TOT_F,ALPHADIVERSITY_F
DR1TIRON,RB_FaPhyloDivSD,4770,DR1TOT_F,ALPHADIVERSITY_F
DR1TIRON,RB_ShanWienDivMean,4770,DR1TOT_F,ALPHADIVERSITY_F
DR1TIRON,RB_ShanWienDivSD,4770,DR1TOT_F,ALPHADIVERSITY_F
